Days,Temperature,Humidity,Organic compound(Air) Level,Air Quality Level,Pressure(Kpa),Altitude(m)
,15.4,69.8,1674,1761,1.01,-10.98
,15.4,69.8,1668,1748,1.01,-11.73
,15.4,69.9,1679,1765,1.01,-10.82
,15.4,69.9,1675,1757,1.01,-10.98
,15.4,69.9,1679,1749,1.01,-11.23
,15.4,70,1677,1805,1.01,-10.73
,15.4,70.1,1680,1765,1.01,-11.23
,15.4,70.1,1665,1749,1.01,-11.15
,15.4,70.2,1680,1765,1.01,-10.57
,15.4,70.2,1680,1759,1.01,-11.73
,15.4,70.3,1699,1765,1.01,-10.73
,15.4,70.3,1668,1762,1.01,-10.98
,15.4,70.4,1680,1766,1.01,-10.82
,15.4,70.4,1678,1762,1.01,-10.65
,15.4,70.5,1665,1771,1.01,-11.32
,15.4,70.5,1669,1749,1.01,-11.15
,15.4,70.5,1665,1766,1.01,-10.82
,15.4,70.6,1663,1757,1.01,-10.65
,15.4,70.7,1677,1750,1.01,-10.65
,15.4,70.7,1682,1650,1.01,-11.15
,15.4,70.7,1702,1755,1.01,-11.32
,15.4,70.8,1681,1775,1.01,-11.15
,15.4,70.8,1678,1763,1.01,-10.82
,15.4,70.8,1680,1761,1.01,-11.23
,15.4,70.9,1679,1765,1.01,-10.73
,15.5,71,1674,1760,1.01,-10.65
,15.5,71.1,1681,1763,1.01,-10.82
,15.5,71.1,1680,1763,1.01,-10.48
,15.5,71.1,1675,1751,1.01,-10.9
,15.4,71.1,1681,1766,1.01,-10.82
,15.5,71.2,1680,1765,1.01,-10.98
,15.5,71.3,1666,1767,1.01,-10.82
,15.4,71.2,1664,1767,1.01,-11.15
,15.5,71.3,1680,1762,1.01,-11.23
,15.5,71.4,1648,1761,1.01,-10.98
,15.5,71.5,1680,1761,1.01,-10.65
,15.4,71.4,1680,1755,1.01,-10.73
,15.5,71.5,1665,1759,1.01,-10.73
,15.5,71.6,1675,1745,1.01,-10.98
,15.5,71.6,1676,1759,1.01,-10.73
,15.5,71.7,1669,1763,1.01,-10.73
,15.5,71.7,1673,1771,1.01,-10.65
,15.5,71.8,1673,1765,1.01,-11.07
,15.5,71.9,1684,1763,1.01,-11.57
,15.5,71.9,1682,1761,1.01,-10.65
,15.5,72,1684,1773,1.01,-10.65
,15.5,72,1683,1766,1.01,-11.15
,15.5,72,1679,1763,1.01,-10.82
,15.5,72,1680,1763,1.01,-11.07
,15.5,72.1,1680,1767,1.01,-11.15
,15.5,72.2,1675,1756,1.01,-10.32
,15.5,72.2,1601,1766,1.01,-10.07
,15.5,72.2,1682,1756,1.01,-10.57
,15.4,72.2,1678,1765,1.01,-10.9
,15.5,72.3,1680,1758,1.01,-10.9
,15.5,72.3,1747,1767,1.01,-10.9
,15.5,72.4,1675,1751,1.01,-10.82
,15.5,72.4,1665,1767,1.01,-10.65
,15.5,72.4,1680,1775,1.01,-10.48
,15.5,72.5,1682,1767,1.01,-10.65
,15.5,72.5,1684,1765,1.01,-10.73
,15.5,72.6,1679,1759,1.01,-10.73
,15.5,72.6,1680,1758,1.01,-10.9
,15.5,72.6,1680,1762,1.01,-11.4
,15.5,72.7,1680,1766,1.01,-11.73
,15.5,72.7,1679,1756,1.01,-10.32
,15.5,72.8,1681,1763,1.01,-11.15
,15.5,72.8,1687,1763,1.01,-11.07
,15.5,72.8,1673,1766,1.01,-11.32
,15.5,72.8,1687,1766,1.01,-10.98
,15.5,72.8,1685,1764,1.01,-10.9
,15.5,72.9,1685,1761,1.01,-11.07
,15.5,72.9,1685,1789,1.01,-10.73
,15.5,73,1683,1764,1.01,-10.82
,15.5,73.1,1695,1761,1.01,-11.15
,15.5,73.1,1687,1763,1.01,-10.98
,15.5,73.1,1689,1763,1.01,-10.73
,15.5,73.2,1687,1770,1.01,-11.07
,15.5,73.2,1664,1765,1.01,-10.73
,15.5,73.3,1690,1755,1.01,-10.57
,15.5,73.3,1685,1766,1.01,-11.07
,15.5,73.3,1686,1767,1.01,-10.82
,15.5,73.4,1669,1751,1.01,-10.48
,15.5,73.5,1686,1766,1.01,-10.65
,15.5,73.5,1680,1766,1.01,-10.65
,15.5,73.5,1694,1762,1.01,-10.15
,15.5,73.6,1652,1768,1.01,-10.73
,15.5,73.6,1689,1762,1.01,-10.82
,15.5,73.7,1681,1750,1.01,-10.4
,15.5,73.7,1681,1767,1.01,-10.73
,15.5,73.7,1687,1765,1.01,-10.98
,15.5,73.7,1691,1843,1.01,-10.57
,15.5,73.8,1687,1759,1.01,-10.98
,15.5,73.8,1691,1763,1.01,-9.99
,15.5,73.9,1694,1761,1.01,-10.65
,15.5,73.9,1677,1745,1.01,-10.73
,15.5,74,1677,1746,1.01,-10.4
,15.5,74,1687,1760,1.01,-11.32
,15.5,74.1,1673,1762,1.01,-10.98
,15.5,74.1,1682,1753,1.01,-10.98
,15.5,74.1,1685,1767,1.01,-11.15
,15.5,74.2,1691,1767,1.01,-10.24
,15.5,74.2,1691,1765,1.01,-10.98
,15.5,74.3,1702,1761,1.01,-10.65
,15.5,74.3,1692,1767,1.01,-10.73
,15.5,74.3,1693,1770,1.01,-10.4
,15.5,74.4,1680,1750,1.01,-11.32
,15.5,74.4,1690,1767,1.01,-10.73
,15.5,74.4,1693,1750,1.01,-10.98
,15.5,74.5,1687,1767,1.01,-10.65
,15.5,74.6,1685,1765,1.01,-11.23
,15.5,74.6,1693,1748,1.01,-10.73
,15.5,74.6,1693,1766,1.01,-11.23
,15.5,74.6,1689,1763,1.01,-10.57
,15.6,74.7,1694,1762,1.01,-10.9
,15.5,74.6,1696,1767,1.01,-10.57
,15.5,74.7,1689,1769,1.01,-10.07
,15.5,74.7,1690,1766,1.01,-10.9
,15.6,74.8,1692,1770,1.01,-11.15
,15.6,74.9,1680,1770,1.01,-9.74
,15.5,74.8,1694,1765,1.01,-10.48
,15.5,74.8,1694,1766,1.01,-10.65
,15.5,74.9,1686,1764,1.01,-10.32
,15.5,74.9,1680,1762,1.01,-10.15
,15.5,74.9,1691,1769,1.01,-10.9
,15.5,75,1690,1766,1.01,-9.99
,15.6,75.1,1687,1767,1.01,-10.15
,15.5,75,1690,1772,1.01,-10.24
,15.5,75.1,1690,1770,1.01,-10.65
,15.5,75.1,1680,1766,1.01,-10.9
,15.6,75.2,1687,1771,1.01,-10.4
,15.6,75.2,1695,1767,1.01,-10.48
,15.5,75.2,1679,1775,1.01,-9.9
,15.6,75.3,1689,1762,1.01,-10.15
,15.6,75.3,1696,1770,1.01,-10.4
,15.6,75.3,1693,1771,1.01,-10.98
,15.6,75.3,1686,1768,1.01,-9.9
,15.6,75.4,1680,1771,1.01,-10.15
,15.6,75.4,1699,1776,1.01,-10.57
,15.6,75.4,1694,1765,1.01,-10.48
,15.6,75.4,1697,1767,1.01,-9.74
,15.6,75.5,1683,1779,1.01,-10.07
,15.6,75.6,1693,1761,1.01,-10.57
,15.6,75.6,1750,1770,1.01,-9.99
,15.6,75.6,1694,1763,1.01,-10.15
,15.6,75.6,1680,1747,1.01,-10.07
,15.6,75.6,1696,1768,1.01,-9.99
,15.6,75.7,1699,1771,1.01,-9.99
,15.6,75.7,1694,1761,1.01,-9.65
,15.6,75.7,1691,1758,1.01,-9.9
,15.6,75.8,1694,1763,1.01,-10.15
,15.6,75.8,1700,1762,1.01,-10.57
,15.6,75.8,1680,1751,1.01,-10.15
,15.6,75.9,1699,1771,1.01,-9.74
,15.6,75.9,1697,1771,1.01,-10.32
,15.6,75.9,1733,1769,1.01,-10.32
,15.6,76,1697,1773,1.01,-10.15
,15.6,76.1,1695,1763,1.01,-9.82
,15.6,76.1,1697,1766,1.01,-10.07
,15.6,76.1,1696,1761,1.01,-10.07
,15.6,76.1,1680,1744,1.01,-10.4
,15.6,76.1,1699,1774,1.01,-10.48
,15.6,76.2,1820,1768,1.01,-10.07
,15.6,76.3,1692,1757,1.01,-10.4
,15.6,76.3,1694,1761,1.01,-10.24
,15.6,76.3,1691,1765,1.01,-10.57
,15.6,76.3,1697,1774,1.01,-10.07
,15.6,76.4,1701,1761,1.01,-10.07
,15.6,76.4,1685,1751,1.01,-10.32
,15.6,76.4,1697,1764,1.01,-10.15
,15.6,76.4,1613,1758,1.01,-10.32
,15.6,76.5,1700,1763,1.01,-9.99
,15.6,76.5,1696,1774,1.01,-10.57
,15.6,76.6,1697,1770,1.01,-10.15
,15.6,76.6,1741,1766,1.01,-10.07
,15.6,76.6,1696,1769,1.01,-10.4
,15.6,76.7,1696,1771,1.01,-10.24
,15.6,76.7,1696,1771,1.01,-9.99
,15.6,76.7,1687,1711,1.01,-10.65
,15.6,76.7,1693,1753,1.01,-10.98
,15.6,76.7,1695,1768,1.01,-10.57
,15.6,76.8,1691,1767,1.01,-10.07
,15.6,76.8,1691,1766,1.01,-10.07
,15.6,76.9,1697,1770,1.01,-10.4
,15.6,76.9,1680,1763,1.01,-10.82
,15.6,77,1702,1763,1.01,-10.24
,15.6,77,1698,1770,1.01,-10.65
,15.6,77,1697,1765,1.01,-10.32
,15.6,77.1,1703,1770,1.01,-10.24
,15.7,77.1,1687,1747,1.01,-10.48
,15.7,77.1,1701,1760,1.01,-10.07
,15.6,77.1,1695,1752,1.01,-10.48
,15.6,77.2,1701,1759,1.01,-10.65
,15.6,77.2,1695,1755,1.01,-10.32
,15.6,77.2,1698,1765,1.01,-10.57
,15.6,77.2,1683,1764,1.01,-10.24
,15.6,77.3,1701,1759,1.01,-10.24
,15.6,77.3,1699,1767,1.01,-9.9
,15.7,77.4,1697,1760,1.01,-10.48
,15.6,77.4,1702,1765,1.01,-10.82
,15.6,77.4,1688,1769,1.01,-10.65
,15.6,77.4,1697,1763,1.01,-10.32
,15.6,77.5,1697,1763,1.01,-10.82
,15.6,77.5,1682,1747,1.01,-10.15
,15.6,77.6,1698,1768,1.01,-10.48
,15.6,77.6,1699,1762,1.01,-10.9
,15.7,77.7,1694,1771,1.01,-10.73
,15.7,77.7,1678,1765,1.01,-9.9
,15.6,77.7,1697,1766,1.01,-10.4
,15.6,77.7,1697,1770,1.01,-10.73
,15.7,77.8,1697,1777,1.01,-11.07
,15.6,77.8,1703,1771,1.01,-11.32
,15.6,77.8,1700,1773,1.01,-10.57
,15.6,77.8,1699,1766,1.01,-10.15
,15.6,77.8,1698,1771,1.01,-10.82
,15.7,78,1702,1771,1.01,-10.24
,15.7,78,1697,1766,1.01,-10.48
,15.7,78,1696,1769,1.01,-10.65
,15.6,78,1695,1766,1.01,-10.4
,15.6,78,1701,1761,1.01,-10.82
,15.7,78.1,1699,1769,1.01,-10.82
,15.7,78.2,1701,1770,1.01,-10.82
,15.6,78.1,1699,1769,1.01,-10.15
,15.6,78.1,1808,1769,1.01,-10.98
,15.6,78.2,1699,1769,1.01,-10.82
,15.6,78.3,1706,1768,1.01,-10.9
,15.6,78.3,1709,1761,1.01,-11.15
,15.7,78.4,1703,1766,1.01,-10.9
,15.7,78.4,1698,1765,1.01,-10.48
,15.7,78.4,1699,1765,1.01,-9.99
,15.7,78.4,1699,1767,1.01,-10.65
,15.7,78.5,1683,1760,1.01,-10.24
,15.7,78.6,1700,1764,1.01,-9.74
,15.7,78.6,1699,1763,1.01,-10.73
,15.7,78.6,1702,1767,1.01,-10.73
,15.7,78.6,1680,1763,1.01,-10.48
,15.7,78.6,1698,1746,1.01,-10.65
,15.7,78.7,1701,1769,1.01,-10.57
,15.6,78.7,1705,1767,1.01,-10.65
,15.7,78.8,1705,1728,1.01,-10.98
,15.6,78.7,1680,1762,1.01,-10.48
,15.7,78.8,1707,1767,1.01,-10.4
,15.7,78.9,1693,1765,1.01,-10.48
,15.7,78.9,1705,1765,1.01,-10.9
,15.7,78.9,1685,1763,1.01,-10.82
,15.7,78.9,1701,1760,1.01,-10.4
,15.7,79,1700,1761,1.01,-10.15
,15.7,79,1705,1763,1.01,-10.15
,15.7,79.1,1691,1767,1.01,-10.4
,15.7,79.1,1689,1808,1.01,-10.15
,15.7,79.1,1707,1773,1.01,-9.82
,15.7,79.1,1707,1776,1.01,-10.15
,15.6,79,1705,1764,1.01,-9.9
,15.7,79.1,1698,1753,1.01,-9.74
,15.7,79.2,1710,1765,1.01,-9.99
,15.7,79.2,1698,1766,1.01,-9.82
,15.7,79.3,1680,1763,1.01,-9.49
,15.7,79.3,1701,1767,1.01,-9.9
,15.7,79.3,1698,1767,1.01,-10.07
,15.7,79.3,1701,1768,1.01,-10.24
,15.6,79.3,1707,1770,1.01,-9.74
,15.6,79.4,1703,1766,1.01,-9.99
,15.7,79.5,1703,1771,1.01,-9.32
,15.7,79.5,1712,1760,1.01,-10.73
,15.7,79.5,1722,1767,1.01,-9.57
,15.7,79.6,1706,1734,1.01,-9.99
,15.7,79.7,1705,1759,1.01,-10.48
,15.7,79.7,1690,1760,1.01,-10.24
,15.6,79.7,1693,1744,1.01,-9.82
,15.6,79.8,1683,1757,1.01,-9.82
,15.6,79.8,1707,1771,1.01,-10.07
,15.7,79.9,1701,1762,1.01,-9.99
,15.7,79.9,1706,1770,1.01,-9.57
,15.6,79.9,1709,1772,1.01,-8.9
,15.6,79.9,1705,1767,1.01,-10.24
,15.7,80,1705,1761,1.01,-10.65
,15.6,80,1703,1775,1.01,-10.24
,15.7,80,1694,1747,1.01,-9.9
,15.7,80.1,1706,1770,1.01,-10.4
,15.7,80.1,1702,1773,1.01,-9.65
,15.7,80.2,1697,1755,1.01,-9.82
,15.7,80.2,1712,1763,1.01,-10.24
,15.7,80.2,1703,1768,1.01,-10.24
,15.7,80.2,1701,1766,1.01,-9.57
,15.6,80.2,1697,1767,1.01,-10.32
,15.7,80.3,1701,1758,1.01,-10.4
,15.7,80.3,1710,1782,1.01,-9.82
,15.7,80.4,1710,1771,1.01,-10.24
,15.7,80.4,1706,1771,1.01,-9.82
,15.7,80.4,1709,1763,1.01,-10.73
,15.7,80.4,1706,1766,1.01,-10.24
,15.7,80.5,1705,1759,1.01,-10.57
,15.7,80.5,1703,1771,1.01,-10.48
,15.7,80.5,1708,1767,1.01,-10.15
,15.7,80.6,1700,1757,1.01,-10.48
,15.7,80.6,1708,1769,1.01,-10.57
,15.7,80.6,1701,1769,1.01,-10.4
,15.7,80.6,1706,1773,1.01,-10.07
,15.7,80.6,1693,1753,1.01,-9.99
,15.7,80.7,1694,1857,1.01,-9.9
,15.7,80.8,1708,1766,1.01,-9.65
,15.7,80.8,1702,1763,1.01,-10.32
,15.6,80.7,1700,1759,1.01,-10.07
,15.7,80.8,1707,1759,1.01,-10.24
,15.6,80.8,1750,1771,1.01,-9.99
,15.7,80.9,1766,1767,1.01,-9.74
,15.7,80.9,1712,1760,1.01,-9.24
,15.7,81,1703,1753,1.01,-10.48
,15.7,81,1692,1763,1.01,-10.24
,15.7,81.1,1701,1751,1.01,-9.99
,15.7,81.1,1695,1763,1.01,-10.24
,15.7,81.1,1710,1767,1.01,-9.99
,15.7,81.1,1712,1772,1.01,-10.48
,15.6,81.1,1753,1731,1.01,-10.73
,15.6,81.2,1702,1767,1.01,-10.32
,15.6,81.2,1706,1765,1.01,-10.57
,15.7,81.3,1701,1764,1.01,-10.24
,15.6,81.3,1707,1763,1.01,-10.4
,15.7,81.4,1707,1764,1.01,-10.65
,15.7,81.5,1707,1770,1.01,-9.65
,15.7,81.4,1706,1769,1.01,-10.4
,15.6,81.4,1703,1767,1.01,-9.49
,15.7,81.5,1701,1763,1.01,-9.74
,15.7,81.5,1711,1772,1.01,-9.82
,15.7,81.5,1712,1770,1.01,-9.99
,15.7,81.6,1696,1753,1.01,-9.9
,15.7,81.6,1710,1781,1.01,-10.15
,15.7,81.6,1703,1761,1.01,-9.99
,15.7,81.7,1706,1767,1.01,-9.9
,15.7,81.7,1715,1775,1.01,-9.9
,15.7,81.7,1709,1774,1.01,-10.07
,15.7,81.7,1707,1768,1.01,-10.15
,15.7,81.7,1702,1735,1.01,-9.99
,15.7,81.8,1701,1753,1.01,-9.99
,15.6,81.8,1712,1776,1.01,-9.99
,15.7,81.9,1705,1771,1.01,-10.24
,15.7,81.9,1712,1770,1.01,-9.82
,15.6,81.8,1714,1770,1.01,-9.74
,15.7,82,1712,1772,1.01,-10.32
,15.6,82,1707,1769,1.01,-10.24
,15.7,82.1,1709,1766,1.01,-9.9
,15.7,82.1,1708,1751,1.01,-10.24
,15.7,82.1,1712,1766,1.01,-9.99
,15.6,82.1,1714,1765,1.01,-9.57
,15.6,82.1,1712,1763,1.01,-10.32
,15.6,82.2,1709,1763,1.01,-10.32
,15.7,82.3,1699,1757,1.01,-10.24
,15.7,82.3,1696,1754,1.01,-9.99
,15.7,82.3,1724,1773,1.01,-9.57
,15.7,82.4,1712,1770,1.01,-10.4
,15.6,82.3,1708,1770,1.01,-10.07
,15.7,82.4,1712,1763,1.01,-9.99
,15.6,82.4,1709,1765,1.01,-9.9
,15.7,82.4,1712,1776,1.01,-10.4
,15.6,82.4,1710,1772,1.01,-9.99
,15.6,82.5,1707,1774,1.01,-10.82
,15.7,82.5,1712,1770,1.01,-9.74
,15.6,82.5,1712,1807,1.01,-10.07
,15.6,82.5,1712,1772,1.01,-9.65
,15.7,82.6,1710,1773,1.01,-9.82
,15.7,82.6,1615,1771,1.01,-10.07
,15.7,82.6,1713,1772,1.01,-10.07
,15.7,82.7,1712,1759,1.01,-9.49
,15.7,82.7,1711,1773,1.01,-9.74
,15.7,82.7,1712,1831,1.01,-9.82
,15.7,82.7,1693,1760,1.01,-9.74
,15.7,82.7,1712,1767,1.01,-10.07
,15.7,82.8,1713,1759,1.01,-9.9
,15.7,82.8,1721,1770,1.01,-9.4
,15.7,82.8,1714,1769,1.01,-9.82
,15.7,82.9,1715,1763,1.01,-9.99
,15.7,82.9,1705,1754,1.01,-10.4
,15.7,82.9,1712,1767,1.01,-9.99
,15.7,82.9,1707,1759,1.01,-9.82
,15.7,83,1712,1771,1.01,-10.15
,15.7,83,1712,1773,1.01,-10.07
,15.7,83.1,1712,1768,1.01,-10.4
,15.7,83.1,1705,1771,1.01,-10.07
,15.7,83.1,1713,1773,1.01,-9.99
,15.7,83.1,1703,1771,1.01,-9.74
,15.7,83.2,1683,1776,1.01,-9.49
,15.7,83.1,1712,1773,1.01,-10.48
,15.7,83.2,1698,1774,1.01,-10.24
,15.7,83.2,1708,1773,1.01,-9.49
,15.7,83.2,1712,1777,1.01,-9.9
,15.7,83.3,1712,1808,1.01,-9.65
,15.7,83.3,1697,1746,1.01,-9.49
,15.7,83.3,1712,1771,1.01,-9.65
,15.7,83.3,1712,1773,1.01,-9.99
,15.7,83.3,1717,1771,1.01,-9.57
,15.7,83.3,1711,1767,1.01,-9.65
,15.7,83.4,1717,1767,1.01,-9.65
,15.7,83.4,1710,1751,1.01,-9.65
,15.7,83.5,1719,1772,1.01,-9.65
,15.7,83.5,1712,1765,1.01,-9.9
,15.7,83.5,1728,1771,1.01,-10.15
,15.7,83.5,1714,1773,1.01,-10.4
,15.7,83.5,1712,1782,1.01,-10.15
,15.7,83.5,1713,1773,1.01,-10.07
,15.7,83.6,1715,1798,1.01,-9.99
,15.7,83.6,1713,1776,1.01,-10.24
,15.7,83.7,1713,1746,1.01,-10.07
,15.7,83.7,1707,1771,1.01,-9.99
,15.7,83.7,1712,1762,1.01,-9.57
,15.7,83.7,1695,1762,1.01,-9.99
,15.7,83.8,1712,1770,1.01,-9.82
,15.7,83.8,1711,1770,1.01,-9.99
,15.7,83.8,1713,1770,1.01,-9.99
,15.7,83.9,1708,1754,1.01,-10.32
,15.7,83.9,1711,1769,1.01,-9.74
,15.7,83.9,1680,1771,1.01,-9.74
,15.7,83.9,1712,1770,1.01,-10.07
,15.7,84,1712,1764,1.01,-10.07
,15.7,84,1695,1773,1.01,-10.24
,15.7,84,1709,1771,1.01,-9.49
,15.7,84,1714,1780,1.01,-10.15
,15.7,84,1712,1759,1.01,-9.9
,15.7,84.1,1712,1771,1.01,-9.99
,15.7,84.1,1650,1770,1.01,-10.65
,15.7,84.1,1712,1771,1.01,-9.57
,15.7,84.1,1715,1770,1.01,-10.32
,15.7,84.1,1713,1774,1.01,-9.82
,15.7,84.2,1713,1774,1.01,-10.32
,15.7,84.2,1712,1769,1.01,-10.32
,15.7,84.2,1709,1771,1.01,-10.15
,15.7,84.2,1714,1768,1.01,-10.4
,15.7,84.2,1721,1774,1.01,-9.57
,15.7,84.3,1726,1771,1.01,-10.57
,15.7,84.3,1714,1773,1.01,-9.9
,15.7,84.3,1715,1771,1.01,-9.57
,15.7,84.4,1712,1769,1.01,-10.24
,15.7,84.4,1698,1755,1.01,-10.32
,15.7,84.4,1712,1771,1.01,-10.32
,15.7,84.5,1715,1779,1.01,-9.9
,15.7,84.5,1712,1757,1.01,-10.24
,15.7,84.5,1717,1774,1.01,-10.15
,15.7,84.6,1706,1763,1.01,-9.99
,15.7,84.6,1701,1772,1.01,-9.99
,15.7,84.6,1712,1771,1.01,-9.99
,15.7,84.6,1714,1774,1.01,-10.32
,15.7,84.6,1717,1776,1.01,-10.4
,15.7,84.7,1712,1772,1.01,-9.49
,15.7,84.8,1715,1767,1.01,-10.07
,15.7,84.8,1751,1767,1.01,-9.74
,15.7,84.8,1706,1762,1.01,-10.15
,15.7,84.8,1715,1756,1.01,-10.24
,15.7,84.8,1718,1769,1.01,-9.49
,15.7,84.9,1707,1761,1.01,-9.99
,15.7,84.9,1717,1771,1.01,-10.07
,15.7,84.9,1712,1769,1.01,-10.82
,15.7,84.9,1716,1769,1.01,-10.32
,15.7,85,1715,1771,1.01,-10.4
,15.7,85,1704,1754,1.01,-10.15
,15.7,85,1713,1775,1.01,-10.15
,15.7,85,1715,1769,1.01,-10.15
,15.7,85.1,1683,1770,1.01,-9.82
,15.7,85.1,1715,1769,1.01,-10.4
,15.7,85.1,1718,1774,1.01,-10.48
,15.7,85.1,1709,1765,1.01,-10.07
,15.7,85.2,1710,1770,1.01,-10.48
,15.7,85.2,1719,1772,1.01,-10.4
,15.7,85.2,1713,1775,1.01,-10.4
,15.7,85.2,1713,1773,1.01,-9.82
,15.7,85.3,1702,1753,1.01,-9.82
,15.7,85.3,1703,1766,1.01,-10.82
,15.7,85.3,1712,1761,1.01,-10.4
,15.7,85.3,1712,1771,1.01,-10.57
,15.7,85.3,1718,1773,1.01,-10.07
,15.7,85.3,1719,1774,1.01,-10.65
,15.7,85.4,1712,1774,1.01,-10.73
,15.7,85.4,1645,1775,1.01,-10.9
,15.7,85.4,1716,1771,1.01,-9.82
,15.7,85.4,1717,1773,1.01,-10.15
,15.7,85.5,1713,1767,1.01,-9.9
,15.7,85.5,1715,1771,1.01,-10.57
,15.7,85.5,1702,1775,1.01,-11.23
,15.7,85.5,1709,1773,1.01,-10.48
,15.7,85.5,1711,1759,1.01,-11.07
,15.7,85.5,1712,1758,1.01,-10.57
,15.7,85.5,1712,1766,1.01,-10.48
,15.7,85.6,1714,1773,1.01,-11.07
,15.7,85.6,1707,1762,1.01,-11.32
,15.7,85.6,1717,1773,1.01,-10.07
,15.7,85.7,1715,1772,1.01,-10.57
,15.7,85.7,1719,1775,1.01,-10.73
,15.7,85.7,1717,1771,1.01,-10.57
,15.7,85.7,1718,1762,1.01,-10.32
,15.7,85.7,1713,1770,1.01,-10.73
,15.7,85.8,1713,1772,1.01,-11.07
,15.7,85.8,1713,1772,1.01,-10.98
,15.7,85.8,1695,1767,1.01,-10.98
,15.7,85.8,1702,1771,1.01,-11.07
,15.7,85.8,1713,1763,1.01,-10.82
,15.7,85.9,1728,1774,1.01,-10.48
,15.7,85.9,1712,1770,1.01,-10.65
,15.7,85.9,1715,1767,1.01,-11.48
,15.7,86,1715,1770,1.01,-10.98
,15.7,86,1722,1776,1.01,-10.98
,15.7,86,1715,1758,1.01,-10.48
,15.7,86,1716,1763,1.01,-10.9
,15.7,86,1718,1769,1.01,-10.73
,15.7,86.1,1712,1773,1.01,-10.57
,15.7,86.1,1715,1772,1.01,-10.9
,15.7,86.2,1717,1775,1.01,-10.98
,15.7,86.2,1712,1765,1.01,-10.65
,15.7,86.2,1751,1771,1.01,-11.07
,15.7,86.2,1715,1776,1.01,-11.07
,15.7,86.2,1713,1763,1.01,-10.48
,15.7,86.2,1683,1769,1.01,-10.65
,15.7,86.3,1713,1774,1.01,-11.07
,15.7,86.3,1697,1769,1.01,-10.9
,15.7,86.4,1713,1761,1.01,-10.48
,15.7,86.3,1715,1771,1.01,-10.65
,15.7,86.4,1718,1759,1.01,-11.07
,15.7,86.4,1715,1769,1.01,-10.65
,15.7,86.4,1714,1758,1.01,-10.15
,15.7,86.5,1701,1766,1.01,-10.4
,15.7,86.5,1709,1744,1.01,-10.32
,15.7,86.6,1721,1777,1.01,-10.48
,15.7,86.6,1715,1775,1.01,-10.48
,15.7,86.6,1724,1775,1.01,-11.07
,15.7,86.6,1719,1770,1.01,-10.73
,15.7,86.6,1664,1773,1.01,-10.32
,15.7,86.6,1712,1759,1.01,-10.4
,15.7,86.6,1716,1774,1.01,-10.9
,15.7,86.7,1722,1767,1.01,-10.48
,15.7,86.7,1714,1770,1.01,-10.4
,15.7,86.8,1714,1771,1.01,-10.57
,15.7,86.8,1712,1770,1.01,-10.65
,15.7,86.8,1717,1770,1.01,-10.65
,15.7,86.8,1723,1776,1.01,-10.65
,15.7,86.9,1740,1772,1.01,-10.4
,15.7,86.9,1701,1770,1.01,-10.82
,15.7,86.9,1715,1759,1.01,-10.4
,15.7,87,1717,1770,1.01,-10.57
,15.7,87,1715,1769,1.01,-10.73
,15.7,87,1707,1755,1.01,-10.24
,15.7,87.1,1719,1773,1.01,-10.82
,15.7,87.1,1712,1770,1.01,-10.82
,15.7,87.1,1721,1808,1.01,-10.98
,15.7,87.1,1703,1755,1.01,-10.82
,15.7,87.1,1712,1826,1.01,-10.48
,15.7,87.1,1715,1771,1.01,-10.82
,15.7,87.2,1725,1766,1.01,-10.98
,15.7,87.1,1728,1770,1.01,-10.9
,15.7,87.2,1715,1775,1.01,-9.9
,15.7,87.2,1715,1773,1.01,-10.48
,15.7,87.2,1713,1762,1.01,-10.65
,15.7,87.3,1717,1770,1.01,-10.15
,15.7,87.3,1719,1773,1.01,-10.82
,15.7,87.3,1717,1767,1.01,-10.57
,15.7,87.3,1719,1739,1.01,-10.48
,15.7,87.3,1717,1767,1.01,-10.57
,15.7,87.4,1717,1757,1.01,-10.65
,15.7,87.4,1713,1769,1.01,-9.9
,15.7,87.4,1716,1773,1.01,-10.15
,15.7,87.5,1712,1763,1.01,-9.4
,15.7,87.5,1719,1774,1.01,-10.32
,15.7,87.5,1719,1750,1.01,-9.9
,15.7,87.5,1721,1776,1.01,-10.9
,15.7,87.5,1717,1773,1.01,-10.4
,15.7,87.5,1718,1773,1.01,-10.65
,15.7,87.6,1715,1771,1.01,-10.82
,15.7,87.6,1707,1770,1.01,-10.48
,15.7,87.6,1712,1772,1.01,-10.65
,15.7,87.6,1712,1771,1.01,-10.15
,15.7,87.6,1719,1770,1.01,-10.32
,15.7,87.7,1718,1765,1.01,-10.32
,15.7,87.7,1718,1754,1.01,-10.98
,15.7,87.7,1722,1775,1.01,-10.73
,15.7,87.7,1711,1767,1.01,-10.15
,15.7,87.7,1715,1773,1.01,-10.4
,15.7,87.7,1712,1762,1.01,-11.23
,15.7,87.8,1716,1771,1.01,-10.4
,15.7,87.8,1712,1767,1.01,-10.57
,15.7,87.8,1715,1770,1.01,-10.24
,15.7,87.8,1717,1745,1.01,-10.24
,15.7,87.9,1716,1786,1.01,-10.48
,15.7,87.9,1717,1772,1.01,-10.4
,15.7,87.9,1721,1771,1.01,-10.24
,15.7,87.9,1702,1771,1.01,-10.15
,15.7,88,1722,1763,1.01,-10.15
,15.7,88,1707,1754,1.01,-10.32
,15.7,88.1,1721,1664,1.01,-10.48
,15.7,88.1,1707,1773,1.01,-10.32
